"id","name","taal","abartan","tableWidth"
"01778","মা একবার দাঁড়া গো হেরি","মধ্যমান","১",21
"01779","মা আমার কেন তোরে","তিনতালা","১",25
"01780","ওই আঁখি রে","ঝাঁপ","১",15
"01781","আজ  আসবে শ্যাম গোকুলে ফিরে","খেমটা","১",19
"01782","রাজ-অধিরাজ, তব ভালে জয়মালা-","ঝাঁপ","১",15
"01783","ঝর ঝর রক্ত","দাদরা","২",17
"01784","উলঙ্গিনী নাচে রণরঙ্গে","দাদরা","১",17
"01785","থাকতে আর তো পারলি নে মা","দাদরা","১",17
"01786","খাঁচার পাখি ছিল সোনার খাঁচাটিতে","যৎ(৩/৪/৩/৪)","১",19
"01792","এ কি সত্য সকলই সত্য, হে আমার চিরভক্ত","দাদরা","১",17
"01796","যদি জোটে রোজ","একতালা","১",21
"01797","অভয় দাও তো বলি","তালমুক্ত","১",16
"01798","কত কাল রবে বল'","তিনতালা","১",21
"01799","কী জানি কী ভেবেছ মনে","তালমুক্ত","১",14
"01800","পাছে চেয়ে বসে আমার মন","তালমুক্ত","১",16
"01801","বড়ো থাকি কাছাকাছি","তালমুক্ত","১",15
"01803","দেখব কে তোর","দাদরা","২",17
"01806","স্বর্গে তোমা‎য় নিয়ে যাবে উড়িয়ে","তালমুক্ত","১",16
"01816","মনোমন্দিরসুন্দরী","দাদরা","২",17
"01817","তোমার কটি-তটের ধটি কে দিল রাঙিয়া","ঝম্পক","১",15
"01818","রাজরাজেন্দ্র জয়","ঝাঁপ","১",18
"01819","আমরা বসব তোমার সনে","দাদরা","১",21
"01820","বঁধুয়া, অসময়ে কেন হে প্রকাশ","ঝাঁপ","১",15
"01822","মলিন মুখে ফুটুক হাসি","তেওড়া","১",21
"01827","এই  একলা মোদের হাজার মানুষ","দাদরা","১",17
"01829","মোরা চল্‌ব না","দাদরা","২",17
"01835","ওতো আর  ফিরবে না রে","দাদরা","১",23
"01836","বাজে রে বাজে ডমরু বাজে","দাদরা","২",21
"01845","বাজো রে বাঁশরি","কাহারবা","১",24
"01846","তোমায় সাজাব যতনে","কাহারবা","২",21
"01847","নমো নমো শচীচিতরঞ্জন","কাহারবা","২",21
"01848","নহ মাতা, নহ কন্যা, নহ বধূ, সুন্দরী রূপসী","কাহারবা","২",21
"01853","জয় জয় তাসবংশ-অবতংস","কাহারবা","১",21
"01854","তোলন নামন পিছন সামন","কাহারবা","১",21
"01855","আমারা চিত্র অতি বিচিত্র","কাহারবা","১",21
"01856","চিঁড়েতন হরতন ইস্কাবন","কাহারবা","১",21
"01857","চলো নিয়ম মতে","দাদরা","২",17
"01858","হা-আ-আ-আ-ই","কাহারবা","১",21
"01859","হাঁচ্ছো: ভয় কী দেখাচ্ছ","কাহারবা","১",21
"01860","ইচ্ছে ইচ্ছে","কাহারবা","২",21
"01861","আমরা দূর আকাশের নেশায় মাতাল ঘরভোলা সব যত","দাদরা","২",17
"01862","বাহির হলেম আমি আপন ভিতর হতে","ষষ্ঠী(২/৪)","২",22
"01866","কোথাও আমার হারিয়ে যাওয়ার","দাদরা","২",17
"01867","গহন কুসুম কুঞ্জ মাঝে","দাদরা","১",17
"01868","বজাও রে মোহন বাঁশি !","তালমুক্ত","১",23
"01870","সতিমির রজনী,","তিনতালা","১",23
"01877","আজু, সখি, মুহু মুহু","ঝাঁপ","১",18
"01879","শুন লো শুন লো বালিকা","একতালা","১",18
"01880","হৃদয়ক সাধ মিশাওল হৃদয়ে","তিনতালা","১",21
"01882","সজনি সজনি রাধিকা লো","একতালা","১",17
"01889","এক সূত্রে বাঁধিয়াছি সহস্রটি মন.","দাদরা","২",17
"01890","একি অন্ধকার এ ভারতভূমি !","দাদরা","২",17
"01891","ওরে ভাই, মিথ্যা ভেবো না","দাদরা","২",17
"01892","কে এসে যায় ফিরে ফিরে আকুল নয়ননীরে","তেওড়া","২",21
"01894","ঢাকো রে মুখ, চন্দ্রমা,","চৌতাল(২/২/২/২/২/২)","১",19
"01895","তবু পারি নে সঁপিতে প্রাণ","একতালা","১",17
"01896","তোমারি তরে, মা, সঁপিনু এ দেহ","একতালা","১",17
"01897","দেশে দেশে ভ্রমি তব","একতালা","১",17
"01900","শোনো শোনো আমাদের ব্যথা","ঝাঁপ","১",15
"01901","হে ভারত, আজি তোমারি সভায়","একতালা","১",21
"01902","একবার তোরা মা বলিয়া ডাক্,","একতালা","১",21
"01918","প্রথম যুগের উদয় দিগঙ্গনে","দাদরা","২",19
"01919","যে আমারে দিয়েছে ডাক","কাহারবা","১",21
"01920","বলে, দাও জল দাও জল","দাদরা","১",17
"01921","চক্ষে আমার তৃষ্ণা","দাদরা","১",26
"01922","ফুল বলে ধন্য আমি","কাহারবা","১",26
"01923","আমায় দোষী করো","দাদরা","১",17
"01924","দুঃখ দিয়ে মেটাব দুঃখ তোমার","কাহারবা","১",21
"01925","নব বসন্তের দানের ডালি","দাদরা","১",17
"01927","দই চাই গো, দই চাই, দই চাই গো","কাহারবা","১",28
"01928","ওকে ছুঁয়ো না ছুঁয়ো না ছি","দাদরা","১",20
"01929","ওগো তোমরা যত পাড়ার মেয়ে","দাদরা","১",17
"01931","কী যে ভাবিস তুই অন্য মনে","কাহারবা","১",21
"01932","কাজ নেই কাজ নেই মা","কাহারবা","১",24
"01933","জল দাও আমায়, জল দাও","কাহারবা","১",21
"01934","ক্ষমা করো প্রভু ক্ষমা করো মোরে","কাহারবা","১",21
"01935","শুধু একটু গণ্ডূষ জল","তেওড়া","১",21
"01936","মাটি তোদের ডাক দিয়েছে","দাদরা","১",17
"01937","ওগো ডেকো না মোরে ডেকো না","তেওড়া","২",25
"01938","স্বর্ণবর্ণে সমুজ্জ্বল","তেওড়া","২",21
"01939","তুই অবাক্ করে দিলি আমায় মেয়ে","দাদরা","১",20
"01940","কিসের ডাক তোর কিসের ডাক","তেওড়া","২",26
"01941","হাঁ গো মা, সেই কথাই তো বলে গেলেন তিনি","দাদরা","১",19
"01942","কী কথা বলিস তুই","দাদরা","১",18
"01943","এ নতুন জন্ম, নতুন জন্ম","দাদরা","২",21
"01944","সে যে পথিক আমার","অর্দ্ধঝাঁপ","২",19
"01945","বাছা সহজ করে বল্ আমাকে","দাদরা","১",21
"01946","আমি চাই তাঁরে","কাহারবা","১",21
"01948","ওগো মা, ঐ কথাই তো ভালো","কাহারবা","১",21
"01950","তুই যে আমার বুক চেরা ধন","কাহারবা","১",21
"01952","মা, ওই যে তিনি চলেছেন","কাহারবা","১",26
"01953","ওরে বাছা, দেখতে পারি নে তোর্ দুঃখ","ঝাঁপ","১",16
"01954","পড়্ তুই সব চেয়ে নিষ্ঠুর মন্ত্র","কাহারবা","১",21
"01955","যায় যদি যাক্ সাগরতীরে","কাহারবা","১",21
"01956","ভাবনা করিস নে তুই","কাহারবা","১",22
"01957","ঐ দেখ্ পশ্চিমে মেঘ ঘনাল","কাহারবা","১",21
"01958","লজ্জা, ছি ছি লজ্জা","কাহারবা","১",21
"01959","ওরে বাছা, এখনি অধীর হলি যদি","কাহারবা","১",21
"01960","আমি দেখব না আমি দেখব না","কাহারবা","১",21
"01961","থাক্ তবে থাক্ এই মায়া","কাহারবা","১",21
"01962","সেই ভালো মা সেই ভালো","কাহারবা","১",21
"01963","মা গো এত দিনে মনে হচ্ছে যেন","দাদরা","১",21
"01964","ঘন কালো মেঘ তার পিছনে","কাহারবা","১",21
"01965","ক্ষুধার্ত প্রেম, তার নাই দয়া","কাহারবা","১",21
"01967","ঘুমের ঘন গহন হতে","ঝম্পক","৩",23
"01968","না, দেখব না, আমি দেখব না","কাহারবা","১",24
"01969","অভিশাপ নয় নয়","কাহারবা","১",21
"01970","ও মা, ও মা, ও মা","কাহারবা","১",21
"01971","প্রভু, এসেছ উদ্ধারিতে আমায়","কাহারবা","১",21
"01972","মোহিনী মায়া এল","কাহারবা","১",30
"01973","গুরুগুরু গুরুগুরু ঘন মেঘ গরজে","কাহারবা","১",21
"01974","অহো, কী দুঃসহ স্পর্ধা","কাহারবা","১",21
"01975","হা হতভাগিনী","কাহারবা","১",21
"01976","বেলা যায় বহিয়া , দাও কহিয়া","কাহারবা","১",21
"01977","থাক্ থাক্, মিছে কেন এই খেলা আর","কাহারবা","১",21
"01978","ওরে ঝড় নেমে আয়","কাহারবা","১",21
"01979","বঁধু কোন্ আলো লাগল চোখে","কাহারবা","১",22
"01980","যাও যদি যাও তবে তোমায় ফিরিতে হবে","কাহারবা","১",21
"01981","শুনি ক্ষণে ক্ষণে মনে মনে","কাহারবা","১",26
"01982","দে তোরা আমার নূতন করে দে নূতন আভরণে","কাহারবা","১",21
"01983","আমি তোমারে করিব নিবেদন","দাদরা","১",22
"01984","ক্ষমা করো আমায়","কাহারবা","১",21
"01985","রোদন ভরা এ বসন্ত","কাহারবা","১",24
"01986","তোমার বৈশাখে ছিল","রুপক(৩/৪)","২",19
"01987","আমার এই রিক্ত ডালি","দাদরা","১",21
"01988","মণিপুর নৃপদুহিতা তোমারে চিনি","কাহারবা","১",21
"01989","পুরুষের বিদ্যা করেছিনু শিক্ষা","কাহারবা","১",21
"01990","তাই আমি দিনু বর","কাহারবা","১",23
"01991","আমার অঙ্গে অঙ্গে কে বাজায় বাঁশি","কাহারবা","১",21
"01992","স্বপ্নমদির নেশায় মেশা এ উন্মওতা","দাদরা","১",17
"01993","এরে ক্ষমা কোরো সখা","কাহারবা","১",21
"01994","কাহারে হেরিলাম","কাহারবা","১",26
"01995","তুমি অতিথি অতিথি আমার","কাহারবা","১",21
"01996","পাণ্ডব আমি অর্জুন গাণ্ডীবধন্বা","দাদরা","১",17
"01997","কোন্ ছলনা এ যে নিয়েছে আকার","কাহারবা","১",21
"01998","কোন্ দেবতা সে কী পরিহাসে","কাহারবা","১",23
"01999","অশান্তি আজ হানল এ কী দহনজ্বালা","দাদরা","১",17
"02000","ভস্মে ঢাকে ক্লান্ত হুতাশন","কাহারবা","১",21
"02001","না না সখী ভয় নেই","কাহারবা","১",24
"02002","কেটেছে একেলা বিরহের বেলা","কাহারবা","১",21
"02003","কেন রে ক্লান্তি আসে","ষষ্ঠী(২/৪)","১",17
"02004","হো এল এল এল রে দস্যুর দল","কাহারবা","১",21
"02005","সন্ত্রাসের বিহ্বলতা নিজেরে অপমান","দাদরা","১",17
"02006","চিত্রাঙ্গদা রাজকুমারী কেমন না জানি","কাহারবা","১",21
"02007","ছি ছি কুৎসিত কুরূপ সে","কাহারবা","১",24
"02008","আগ্রহ মোর অধীর অতি","কাহারবা","১",21
"02009","নারীর ললিত লোভন লীলায়","দাদরা","১",17
"02010","যদি মিলে দেখা তবে তারি সাথে","কাহারবা","১",21
"02011","ভাগ্যবতী সে যে","কাহারবা","১",26
"02012","লহো লহো ফিরে লহো তোমার এই বর হে অনঙ্গদেব","দাদরা","১",21
"02013","তাই হোক তবে তাই হোক","কাহারবা","১",23
"02014","বিনা সাজে সাজি","দাদরা","১",19
"02015","এসো এসো পুরুষোত্তম","কাহারবা","১",21
"02016","আমি চিত্রাঙ্গদা","কাহারবা","১",24
"02017","তৃষ্ণার শান্তি","কাহারবা","১",21
"02018","এসো এসো বসন্ত ধরাতলে","কাহারবা","১",21
"02019","তুমি ইন্দ্রমণির হার","দাদরা","১",17
"02020","না না না বন্ধু","কাহারবা","১",24
"02023","এই পেটিকা আমার বুকের পাঁজর যে রে","দাদরা","১",20
"02024","ভালো ভালো, তুমি দেখব পালাও কোথা","দাদরা","১",21
"02025","হে বিরহী, হায়, চঞ্চল হিয়া তব","কাহারবা","১",21
"02026","ফিরে যাও, কেন ফিরে ফিরে যাও","অর্দ্ধঝাঁপ","৩",22
"02029","জীবনে পরম লগন কোরো না হেলা,","দাদরা","১",17
"02030","ধরা সে যে দেয় নাই,দেয় নাই","কাহারবা","১",21
"02032","আহা মরি মরি","ষষ্ঠী(২/৪)","১",17
"02033","সুন্দরের বন্ধন নিষ্ঠুরের হাতে","দাদরা","১",17
"02034","তোমাদের এ কী ভ্রান্তি","কাহারবা","১",21
"02037","রাজার প্রহরী ওরা","দাদরা","১",17
"02038","ন্যায় অন্যায় জানি নে জানি নে","দাদরা","১",17
"02039","এতদিন তুমি সখা চাহ নি কিছু","কাহারবা","১",21
"02040","আমার জীবনপাত্র উচ্ছলিয়া মাধুরী","দাদরা","১",21
"02041","তোমার প্রেমের বীর্যে তোমার প্রবল  প্রাণ","দাদরা","১",17
"02043","বুক যে ফেটে যায়","কাহারবা","২",23
"02044","নাম লহো দেবতার দেরি তব নাই আর","কাহারবা","২",21
"02046","কোন্ অপরূপ স্বর্গের আলো","কাহারবা","২",21
"02047","বাজে গুরু গুরু শঙ্কার ডঙ্কা","কাহারবা","২",21
"02048","আহা এ কি আনন্দ","ঝাঁপ","১",18
"02049","বোলো না বোলো না বোলো না আমি দয়াময়ী","কাহারবা","২",21
"02050","জেনো প্রেম চিরঋণী","ঝাঁপ","১",15
"02051","প্রেমের জোয়ারে ভাসাবে দোঁহারে","একতালা","১",17
"02052","হায় হায় রে পরবাসী","কাহারবা","২",24
"02053","পুরী হতে পালিয়েছে যে পুরসুন্দরী","একতালা","১",20
"02054","রাজভবনের সমাদর সম্মান ছেড়ে","দাদরা","২",18
"02056","কোন্ বাঁধনের গ্রন্থি বাঁধিল","কাহারবা","২",29
"02057","হৃদয় বসন্তবনে যে মাধুরী বিকাশিল","কাহারবা","২",21
"02058","নীরবে থাকিস সখি ও তুই নীরবে থাকিস","দাদরা","২",22
"02060","কাঁদিতে হবে রে পাপিষ্ঠা","কাহারবা","২",21
"02061","হে ক্ষমা করো, নাথ, ক্ষমা করো","কাহারবা","২",21
"02063","হায় এ কী সমাপন","কাহারবা","২",21
"02065","এসো এসো এসো প্রিয়ে","দাদরা","২",20
"02066","হায় রে নূপুর তার করুণ চরণ ত্যজিলি","দাদরা","২",17
"02067","সব কিছু কেন নিল না","দাদরা","২",17
"02069","ক্ষমিতে পারিলাম না যে ক্ষমো হে মম দীনতা","ঝম্পক","৩",22
"02070","মোরা জলে স্হলে কত ছলে মায়াজাল গাঁথি","দাদরা","২",20
"02071","পথহারা তুমি পথিক যেন গো সুখের কাননে","দাদরা","১",17
"02072","জীবনে আজ কি প্রথম এল বসন্ত","দাদরা","২",21
"02073","কাছে আছে দেখিতে না পাও","দাদরা","২",20
"02074","আমার পরান যাহা চায়","দাদরা","১",24
"02075","সখী, সে গেল কোথায়","দাদরা","২",17
"02076","দে লো সখী, দে পরাইয়ে গলে","দাদরা","২",23
"02077","সখী, বহে গেল বেলা, শুধু হাসিখেলা","দাদরা","২",18
"02078","ওলো, রেখে দে সখী, রেখে দে","দাদরা","২",17
"02079","প্রেমের ফাঁদ পাতা ভুবনে","দাদরা","২",21
"02080","যেয়ো না, যেয়ো না ফিরে","দাদরা","৩",27
"02081","কে ডাকে ! আমি কভু ফিরে নাহি চাই","দাদরা","১",22
"02082","এসেছি গো এসেছি, মন দিতে এসেছি","দাদরা","১",26
"02083","ওকে বলো, সখী, বলো, কেন মিছে করে ছল","দাদরা","২",22
"02084","মিছে ঘুরি এ জগতে কিসের পাকে","দাদরা","২",24
"02085","তারে দেখাতে পারি নে কেন প্রাণ খুলে গো","দাদরা","১",20
"02086","সখা, আপন মন নিয়ে কাঁদিয়ে মরি","দাদরা","২",23
"02087","আমি, জেনে শুনে বিষ করেছি পান","দাদরা","২",28
"02088","ভালোবেসে যদি সুখ নাহি","দাদরা","২",28
"02089","দেখো চেয়ে, দেখো ওই কে আসিছে","দাদরা","১",17
"02091","ভালোবেসে দুখ সেও সুখ, সুখ নাহি আপনাতে","দাদরা","১",23
"02092","ওই কে গো হেসে চায়, চায় প্রাণের পানে","দাদরা","২",25
"02093","দূরে দাঁড়ায়ে আছে, কেন আসে না কাছে","দাদরা","২",22
"02094","প্রেমপাশে ধরা পড়েছে দুজনে","দাদরা","২",18
"02095","ওগো, দেখি, আঁখি তুলে চাও","দাদরা","২",23
"02096","ওকে বোঝা গেল না-চলে আয়, চলে আয়","দাদরা","২",26
"02097","দিবস রজনী, আমি যেন কার","দাদরা","১",18
"02098","সখী, সাধ করে যাহা দিবে তাই লইব","দাদরা","১",22
"02099","আমি হৃদয়ের কথা বলিতে ব্যাকুল","দাদরা","১",20
"02100","নিমেষের তরে শরমে বাধিল","দাদরা","২",24
"02101","ওগো সখী, দেখি দেখি মন কোথা আছে","দাদরা","২",18
"02102","এ তো খেলা নয়, খেলা নয়","দাদরা","২",25
"02103","সে জন কে সখী, বোঝা গেছে","দাদরা","২",19
"02104","ওই মধুর মুখ জাগে মনে","দাদরা","২",18
"02105","তরে কেমনে ধরিবে সখি, যদি ধরা দিলে","দাদরা","২",24
"02106","সকল হৃদয় দিয়ে ভালোবেসেছি যারে","দাদরা","২",29
"02107","তুমি কে গো, সখীরে কেন জানাও জানাও বাসনা","দাদরা","২",24
"02108","তবে সুখে থাকো, সুখে থাকো, আমি যাই","দাদরা","২",22
"02109","সেই শান্তিভবন ভুবন কোথা গেল","দাদরা","১",26
"02110","কাছে ছিলে দূরে গেলে, দূর হতে এস কাছে","দাদরা","২",19
"02111","দেখো সখা, ভুল করে ভালোবেসো না","দাদরা","২",27
"02112","ভুল করেছিনু, ভুল ভেঙেছে","দাদরা","২",22
"02113","অলি বার বার ফিরে যায়","দাদরা(৩/৩)","২",20
"02114","ওই কে আমায় ফিরে ডাকে","দাদরা","২",23
"02115","বিদায় করেছ যারে নয়নজলে","দাদরা","১",16
"02116","না বুঝে কারে তুমি ভাসালে আঁখিজলে","কাহারবা(৪/৪)","২",22
"02117","আমি কারেও বুঝি নে, শুধু বুঝেছি তোমারে","ত্রিতাল(৪/৪/৪/৪)","১",24
"02118","প্রভাত হইল নিশি কানন ঘুরে","দাদরা","২",22
"02120","মধুর বসন্ত এসেছে আমাদের মধুর মিলন ঘটাতে","দাদরা","২",22
"02121","আজি আঁখি জুড়াল হেরিয়ে","দাদরা","১",27
"02122","এ কি স্বপ্ন ! এ কি মায়া","দাদরা","১",24
"02123","আহা, আজি এ বসন্তে এত ফুল ফুটে","দাদরা","১",22
"02124","আমি তো বুঝেছি সব, যে বোঝা না-বোঝে","ঝাঁপ(২/৩/২/৩)","১",22
"02125","এত দিন বুঝি নাই, বুঝেছি ধীরে","দাদরা","১",16
"02126","চাঁদ হাসো, হাসো","দাদরা","১",21
"02127","আর কেন, আর কেন","ত্রিতাল(৪/৪/৪/৪)","১",22
"02128","এ ভাঙা সুখের মাঝে","দাদরা","১",16
"02129","যদি কেহ নাহি চায় আ লইব","দাদরা","২",22
"02130","দুখের মিলন টুটিবার নয়","দাদরা","১",16
"02131","কেন এলি রে, ভালোবাসিলি, ভালোবাসা পেলি নে","দাদরা","১",17
"02132","এরা সুখের লাগি চাহে প্রেম","দাদরা","২",21
"02133","বেলা যে চলে যায়","ঝাঁপ","১",15
"02134","ও ভাই দেখে যা","তিনতালা","১",21
"02135","ও দেখবি রে ভাই","খেমটা","১",17
"02136","কাল সকালে উঠব মোরা","খেমটা","১",17
"02137","সমুখেতে বহিছে তটিনী","তিনতালা","১",26
"02138","ফুলে ফুলে ঢ'লে ঢ'লে","খেমটা","১",17
"02139","নেহার লো সহচরি","তিনতালা","১",21
"02140","জল এনে দে রে বাছা","ঝাঁপ","১",15
"02141","না না কাজ নাই","তিনতালা","১",21
"02142","আমা তরে অকারণে","তিনতালা","১",21
"02143","গহন ঘন ছাইল","তিনতালা","১",21
"02144","ঝম্ ঝম্ ঘন ঘন রে বরষে","তিনতালা","১",22
"02145","আয় লো সজনি সবে","তিনতালা","১",26
"02146","কী ঘোর নিশীথ","তিনতালা","১",24
"02147","মানা না মানিলি","তিনতালা","১",21
"02148","বনে বনে সবে মিলে","কাহারবা","১",21
"02149","জয়তি জয় জয় রাজন","কাহারবা","২",21
"02150","গহনে গহনে যা রে তোরা","দাদরা","১",17
"02151","চল্ চল্ ভাই","কাহারবা","১",31
"02152","প্রান নিয়ে তো সট্ কেছি","খেমটা","১",21
"02153","ঠকুরমশয় দেরি না সয়","একতালা","১",17
"02154","আঃ বেঁচেছি এখন","তালমুক্ত","১",25
"02155","এনেছি মোরা এনেছি মোরা","দাদরা","২",17
"02156","কে এল আজি এ ঘোর নিশীথে","তালমুক্ত","২",24
"02157","না জানি কোথা এলুম","তিনতালা","১",22
"02158","কী করিনু হায়","আড়াঠেকা","১",24
"02159","কী দোষ করেছি","ঝাঁপ","১",15
"02160","আমার প্রাণ যে ব্যাকুল হয়েছে","মধ্যমান","১",21
"02161","বলো বলো পিতা","তিনতালা","১",23
"02162","কে জানে কোথা সে","কাওয়ালি(৪/৪/৪/৪)","১",22
"02163","এতক্ষণে বুঝি এলি রে","দাদরা","১",19
"02164","অজ্ঞানে করহে ক্ষমা","তিনতালা","১",21
"02165","কি বলিলে কি শুনিলাম","তিনতালা","১",21
"02166","ক্ষমা করো মোরে তাত","ঝাঁপ","১",15
"02167","আহা,কেমনে বধিল তোরে","আড়াঠেকা","১",23
"02168","শোক তাপ গেল দূরে","ঝাঁপ","১",15
"02169","যাও রে অনন্ত ধামে","ঝাঁপ","১",16
"02171","সহে না, সহে না, কাঁদে পরান","কাহারবা","২",21
"02172","আঃ বেঁচেছি এখন,","কাহারবা","২",23
"02173","এনেছি মোরা এনেছি মোরা  রাশি রাশি লুটের ভার","দাদরা","২",17
"02174","আজকে তবে মিলে সবে করব লুটের ভাগ","দাদরা","২",21
"02175","এক ডোরে বাঁধা আছি মোরা সকলে","দাদরা","২",17
"02176","এখন কী করব বল্","দাদরা","২",23
"02177","শোন্ তোরা তবে শোন্","ঝাঁপ","১",16
"02178","তবে আয় সবে আয়, তবে আয় সবে আয়","কাহারবা","২",21
"02179","কালী কালী বলো রে আজ","দাদরা","২",21
"02180","ওই মেঘ করে বুঝি গগনে","কাহারবা","২",23
"02181","এ কী  এ ঘোর বন  ! এনু কোথায়","তিনতালা","১",21
"02182","পথ ভুলেছিস সত্যি বটে","একতালা","১",17
"02183","মরি ও কাহার বাছা","তিনতালা","১",21
"02184","রাঙা-পদ পদ্মযুগে প্রণমি গো","একতাল(৪/৪/৪)","১",16
"02185","দেখো হো ঠাকুর, বলি এনেছি মোরা","দাদরা","২",22
"02186","নিয়ে আয় কৃপাণ, রয়েছে তৃষিতা শ্যামা মা","কাহারবা","২",21
"02187","কী দোষে বাঁধিলে আমায়","একতালা","১",21
"02188","এ কেমন হল মন আমার","কাহারবা","২",21
"02189","আরে, কী এত ভাবনা কেছু তো বুঝি না","তিনতালা","১",21
"02190","শোন্ তোরা শোন্ এ আদেশ","কাহারবা","২",21
"02191","ব্যাকুল হয়ে বনে বনে","তিনতালা","১",21
"02192","ছাড়ব না ভাই, ছাড়ব না ভাই","দাদরা","২",17
"02193","রাজা মহারাজা কে জানে, আমিই রাজাধিরাজ","একতালা","১",17
"02194","আছে তোমার বিদ্যে সাধ্যি জানা","কাহারবা","২",21
"02195","আঃ কাজ কি গোলমালে","দাদরা","২",17
"02196","হায়্ কী দশা হল আমার","তিনতালা","১",21
"02197","এত রঙ্গ শিখেছ কোথা মুণ্ডমালিনী","দাদরা","২",21
"02198","অহো ! আস্পর্ধা একি তোদের নরাধম","তিনতালা","১",31
"02199","আয় মা আমার সাথে, কোনো ভয় নাহি আর","ঝাঁপ","১",15
"02200","রিম্ ঝিম্ ঘন ঘন রে বরষে","তিনতালা","১",21
"02201","কোথায় জুড়াতে আছে ঠাঁই","তিনতালা","১",21
"02202","কেন রাজা ডাকিস কেন","দাদরা","২",17
"02203","এই বেলা সবে মিলে চলো হো","কাহারবা","২",21
"02204","গগনে গহনে যা রে তোরা","দাদরা","২",17
"02205","চল্ চল্ ভাই, ত্বরা করে মোরা আগে যাই","কাহারবা","২",23
"02206","কে এল আজি এ ঘোর নিশীথে","তালমুক্ত","২",24
"02207","প্রাণ নিয়ে তো সট্‌‌কেছি রে","দাদরা","২",17
"02208","বলব কী আর বলব খুড়ো","তিনতালা","১",21
"02209","সদার মশায় দেরি না সয়","দাদরা","২",22
"02210","রাখ্ রাখ্ ফেল্ ধনু","কাহারবা","২",21
"02211","আর না আর না, এখানে আর না","দাদরা","২",17
"02212","জীবনে কিছু হল না হায়","তিনতালা","১",21
"02213","দেখ্ দেখ্ দুটো পাখি বসেছে গাছে","তিনতালা","১",21
"02214","থাম্ থাম্,কি করিবি বধি পাখিটির প্রাণ","কাহারবা","২",21
"02215","কী বলিনু আমি ! এ কী সুললিত বাণী রে","চৌতাল(২/২/২/২/২/২)","১",25
"02216","এ কী এ, এ কী এ, স্থির চপলা","কাহারবা","২",21
"02217","নমি নমি ভারতী, তব কমলচরণে","ঝাঁপ","১",15
"02218","শ্যামা, এবার ছেড়ে চলেছি মা","একতালা","১",20
"02219","কোথা লুকাইলে","তিনতালা","১",21
"02220","কেন গো আপন-মনে ভ্রমিছ বনে বনে","ঝাঁপ","১",15
"02221","কোথায় সে উষাময়ী প্রতিমা","কাহারবা","২",23
"02222","বাণী বীণাপাণি করুণাময়ী","ঝাঁপ","১",22
"02223","এই যে হেরি গো দেবী","একতাল(৪/৪/৪)","১",21
"02224","হে বিদেশী এসো এসো","অর্দ্ধঝাঁপ","৩",22
"02296","হায় এ কী সমাপন","কাহারবা","২",21
